City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
455,Ouahigouya,BF,13.5828,-2.4216,89.08,34,66,11.07,broken clouds
456,Tifton,US,31.4505,-83.5085,93.16,37,0,5.75,clear sky
457,Caldwell,US,43.6629,-116.6874,78.78,27,100,6.91,overcast clouds
458,Manga,BF,11.6636,-1.0731,87.96,42,66,7.76,broken clouds
459,Moussoro,TD,13.6408,16.4901,86.81,44,98,6.71,overcast clouds
460,Ucluelet,CA,48.9329,-125.5528,50.09,86,94,4.0,overcast clouds
461,Geraldton,AU,-28.7667,114.6,59.41,94,100,8.05,overcast clouds
462,Andapa,MG,-14.65,49.65,62.82,97,54,3.24,broken clouds
463,Halifax,CA,44.6453,-63.5724,55.69,58,69,11.16,broken clouds
464,Sotouboua,TG,8.5667,0.9833,79.16,69,100,5.53,overcast clouds
465,Brokopondo,SR,4.75,-55.1667,77.85,84,100,6.29,overcast clouds
466,Shache,CN,38.4167,77.2406,68.72,19,62,6.49,broken clouds
467,Passos,BR,-20.7189,-46.6097,49.28,69,4,10.94,clear sky
468,Bitung,ID,1.4451,125.1824,74.25,79,97,1.66,light rain
469,Tigil,RU,57.8,158.6667,47.41,78,100,5.99,overcast clouds
470,Shubarkuduk,KZ,49.1447,56.4872,50.31,68,76,9.89,broken clouds
471,Ulaangom,MN,49.9811,92.0667,60.67,36,1,1.34,clear sky
472,Linjiang,CN,41.8069,126.9078,56.82,72,2,2.48,clear sky
473,Bosaso,SO,11.2842,49.1816,87.15,37,16,5.73,few clouds
474,Portland,US,45.5234,-122.6762,63.14,58,100,8.01,overcast clouds
475,Yuzhou,CN,34.1628,113.4639,64.8,68,86,11.97,overcast clouds
476,Komsomolets,KZ,53.7453,62.0708,47.23,84,39,14.14,scattered clouds
477,Lompoc,US,34.6391,-120.4579,87.01,63,0,24.0,clear sky
478,Fort Frances,CA,48.5999,-93.4003,59.16,63,20,13.8,few clouds
479,Malacacheta,BR,-17.8422,-42.0767,60.98,37,100,5.88,overcast clouds
480,Sarangani,PH,5.4033,125.4636,83.91,74,57,13.13,broken clouds
481,Plettenberg Bay,ZA,-34.0527,23.3716,63.77,75,100,5.86,overcast clouds
482,Somerset West,ZA,-34.084,18.8211,57.29,94,100,9.73,overcast clouds
483,Richards Bay,ZA,-28.783,32.0377,68.61,78,21,13.13,few clouds
484,Lazaro Cardenas,MX,17.9583,-102.2,85.28,45,41,14.14,scattered clouds
485,Tenenkou,ML,14.4572,-4.9169,92.55,8,0,6.02,clear sky
486,Poronaysk,RU,49.2167,143.1167,50.2,74,30,3.94,scattered clouds
487,Kinkala,CG,-4.3614,14.7644,71.29,94,24,1.43,few clouds
488,Evensk,RU,61.95,159.2333,36.57,96,100,1.52,overcast clouds
489,Bilibino,RU,68.0546,166.4372,35.78,100,100,1.81,overcast clouds
490,Lebanon,US,36.2081,-86.2911,85.95,61,87,10.58,overcast clouds
491,Uvalde,US,29.3669,-99.767,102.31,12,0,12.66,clear sky
492,San Lawrenz,MT,36.0553,14.204,69.85,75,0,8.25,clear sky
493,San Ramon,US,37.7799,-121.978,95.49,30,0,12.66,clear sky
494,Kijang,KR,35.2442,129.2139,69.17,38,100,8.32,overcast clouds
495,Arcata,US,40.8665,-124.0828,68.18,60,0,17.27,clear sky
496,De-Kastri,RU,51.4667,140.7833,42.12,95,79,6.29,broken clouds
497,Cidreira,BR,-30.1811,-50.2056,59.95,76,92,21.16,overcast clouds
498,Crixas,BR,-14.5489,-49.9692,60.4,28,38,5.82,scattered clouds
499,Wanning,CN,18.8003,110.3967,75.54,91,95,7.07,overcast clouds
500,Assiniboia,CA,49.6334,-105.9845,61.02,30,41,5.93,scattered clouds
501,Sola,VU,-13.8833,167.55,81.75,71,25,4.68,scattered clouds
502,Gympie,AU,-26.1898,152.665,69.19,94,100,4.21,overcast clouds
503,Grand Baie,MU,-20.0182,57.5802,75.67,75,42,1.99,scattered clouds
504,Nanortalik,GL,60.1432,-45.2371,37.11,84,19,6.31,few clouds
505,Banda Aceh,ID,5.5577,95.3222,79.63,77,97,9.24,overcast clouds
506,Saint Anthony,US,45.0205,-93.218,73.29,49,0,18.41,clear sky
507,Taki,IN,22.5861,88.9214,84.15,80,59,8.21,broken clouds
508,Kikwit,CD,-5.041,18.8162,73.98,76,79,0.96,broken clouds
509,Colonia,DE,50.9333,6.95,71.96,58,0,4.61,clear sky
510,Mehamn,NO,71.0357,27.8492,33.71,73,100,15.17,overcast clouds
511,Manokwari,ID,-0.8667,134.0833,81.43,73,88,1.74,overcast clouds
512,Christchurch,NZ,-43.5333,172.6333,58.41,76,20,13.8,few clouds
513,Tommot,RU,58.9564,126.2925,41.52,85,100,3.29,overcast clouds
514,Cascais,PT,38.6979,-9.4215,63.93,60,10,18.01,clear sky
515,Maragogi,BR,-9.0122,-35.2225,78.87,83,48,10.49,scattered clouds
516,Garca,BR,-22.2106,-49.6561,48.85,71,93,9.89,overcast clouds
517,Sayyan,YE,15.1718,44.3244,60.26,22,11,4.36,few clouds
518,Gwanda,ZW,-20.9333,29.0,55.13,85,5,3.74,clear sky
519,Hayden,US,47.766,-116.7866,59.56,72,20,26.46,few clouds
520,Las Matas De Farfan,DO,18.8731,-71.5166,79.59,71,100,5.23,overcast clouds
521,Lasa,IT,46.6166,10.7002,56.03,97,48,2.68,scattered clouds
522,Breves,BR,-1.6822,-50.4803,75.38,96,100,3.58,moderate rain
523,Gualeguaychu,AR,-33.0094,-58.5172,47.8,76,1,6.73,clear sky
524,Sinnamary,GF,5.3833,-52.95,78.3,85,88,8.34,overcast clouds
525,Kharp,RU,66.8014,65.8081,33.62,70,68,5.68,broken clouds
526,Ordynskoye,RU,54.3656,81.8994,58.91,84,100,0.65,light rain
527,Pavlohrad,UA,48.5167,35.8667,47.35,94,99,8.97,light rain
528,Marsa Matruh,EG,31.3525,27.2453,72.07,46,11,9.91,few clouds
529,San Vicente,AR,-26.6167,-54.1333,46.67,88,100,3.56,overcast clouds
530,Nizhnyaya Salda,RU,58.0776,60.7202,46.18,92,97,5.64,overcast clouds
531,Ahero,KE,-0.1746,34.9163,66.06,92,100,4.85,light rain
532,Rujiena,LV,57.8975,25.3316,41.05,75,94,7.61,overcast clouds
533,Diffa,NE,13.3154,12.6113,86.58,42,100,7.81,overcast clouds
534,Katsuura,JP,35.1333,140.3,66.88,66,0,1.03,clear sky
535,Faro,PT,37.0194,-7.9322,76.78,50,0,4.61,clear sky
536,Kadnikov,RU,59.5022,40.338,31.84,97,66,4.63,broken clouds
537,Jumla,NP,29.2747,82.1838,50.29,74,7,5.88,clear sky
538,Bowen,AU,-20.0167,148.2333,74.34,80,8,10.78,clear sky
539,Petrivka,UA,46.9695,30.9591,49.03,80,99,18.1,light rain
540,Kigoma,TZ,-4.8769,29.6267,73.53,74,100,1.95,overcast clouds
541,Livingston,GB,55.9029,-3.5226,55.13,88,100,12.66,overcast clouds
542,Nevsehir,TR,38.9167,34.6667,54.61,62,0,12.66,clear sky
543,Clyde River,CA,70.4692,-68.5914,25.2,91,16,4.36,few clouds
544,Litovko,RU,49.2361,135.1742,54.68,60,100,8.86,overcast clouds
545,Huilong,CN,31.8111,121.655,65.93,69,100,8.32,overcast clouds
546,Catuday,PH,16.2923,119.8062,78.8,80,100,11.1,overcast clouds
547,Colac,AU,-38.3333,143.5833,51.84,81,65,4.14,broken clouds
548,Genhe,CN,50.7833,121.5167,54.64,51,40,1.3,scattered clouds
549,Chanasma,IN,23.7167,72.1167,83.23,53,0,6.44,clear sky
550,Drochia,MD,48.035,27.8161,43.79,79,11,8.97,few clouds
551,Rio Gallegos,AR,-51.6226,-69.2181,45.97,48,67,3.38,broken clouds
552,Bilma,NE,18.6853,12.9164,90.97,17,69,9.24,broken clouds
553,Hay River,CA,60.8156,-115.7999,36.75,93,100,8.12,light rain
554,Carutapera,BR,-1.195,-46.02,76.73,93,91,5.35,overcast clouds
555,Les Herbiers,FR,46.8667,-1.0167,62.31,95,100,5.48,overcast clouds
556,Roswell,US,34.0232,-84.3616,86.56,41,0,9.22,clear sky
557,Maryville,US,35.7565,-83.9705,83.16,42,100,13.8,overcast clouds
558,Bandarbeyla,SO,9.4942,50.8122,81.97,72,39,21.0,scattered clouds
559,North Bend,US,43.4065,-124.2243,59.92,95,100,14.97,mist
560,Badou,TG,7.5833,0.6,74.66,89,100,4.92,overcast clouds
561,Nantucket,US,41.2835,-70.0995,62.74,62,0,13.8,clear sky
562,Simbahan,PH,6.3032,120.5836,82.69,75,26,6.53,scattered clouds
563,Loa Janan,ID,-0.583,117.095,74.89,99,94,0.69,overcast clouds
564,Rosarito,MX,32.3333,-117.0333,72.63,67,5,7.92,clear sky
565,Alta Floresta,BR,-9.8756,-56.0861,65.37,57,85,3.89,overcast clouds
566,Bialystok,PL,53.1333,23.15,42.96,71,20,3.38,few clouds
567,Arlit,NE,18.7369,7.3853,87.15,11,0,10.0,clear sky
568,Bada,RU,51.392,109.8717,58.84,45,46,3.22,scattered clouds
569,Cochrane,CA,51.1834,-114.4687,56.62,48,40,43.73,scattered clouds
570,Maceio,BR,-9.6658,-35.7353,79.41,84,84,12.77,broken clouds
571,Mahina,PF,-17.5065,-149.489,85.77,62,40,12.66,light rain
572,Kamyaran,IR,34.7956,46.9355,52.3,45,0,1.59,clear sky
573,Namie,JP,37.4833,141.0,68.99,71,0,2.57,clear sky
574,Yaan,NG,7.3833,8.5667,77.92,80,96,9.15,overcast clouds
575,Entre Rios,BR,-11.9419,-38.0844,74.8,90,62,2.8,light rain
576,Kirensk,RU,57.7853,108.1119,56.95,88,99,6.33,light rain
577,Ola,RU,59.5833,151.2833,41.14,82,100,16.33,overcast clouds
578,Trairi,BR,-3.2778,-39.2689,78.98,88,97,6.26,overcast clouds
579,Henties Bay,NA,-22.116,14.2845,62.31,85,11,3.31,few clouds
580,Santa Cruz,BO,-17.8,-63.1667,58.44,34,32,5.08,scattered clouds
581,Rio Branco,BR,-9.9747,-67.81,70.41,56,0,0.0,clear sky
582,Sapa,PH,5.1544,120.3241,82.99,76,37,6.98,scattered clouds
583,Draganesti-Vlasca,RO,44.1014,25.5981,45.36,84,31,8.23,scattered clouds
584,Saint-Pierre,RE,-21.3393,55.4781,68.92,68,0,5.75,clear sky
585,Komatsu,JP,36.4026,136.4509,70.83,49,3,6.67,clear sky
586,Diamantino,BR,-14.4086,-56.4461,56.32,41,31,4.0,scattered clouds
587,Shingu,JP,33.7333,135.9833,69.17,46,46,1.52,scattered clouds
588,Fethiye,TR,36.6217,29.1164,60.67,69,1,3.2,clear sky
589,Auki,SB,-8.7676,160.7034,84.24,70,2,1.95,clear sky
590,Milot,HT,19.6167,-72.2167,79.88,80,97,7.09,overcast clouds
591,Rosario,AR,-32.9468,-60.6393,52.99,65,0,2.3,clear sky
592,Salta,AR,-24.7859,-65.4117,51.58,77,100,4.0,overcast clouds
593,Tara,RU,56.8944,74.371,51.76,83,92,8.03,overcast clouds
594,Seoul,KR,37.5683,126.9778,62.04,51,58,6.06,broken clouds
595,Vao,NC,-22.6667,167.4833,75.34,82,21,18.1,few clouds
596,Dakar,SN,14.6937,-17.4441,77.88,78,69,8.95,broken clouds
597,Sydney,AU,-33.8679,151.2073,56.35,62,20,9.22,few clouds
598,Ereymentau,KZ,51.6199,73.1033,52.74,91,11,9.48,few clouds
599,Orsha,BY,54.5153,30.4053,40.87,85,29,8.43,scattered clouds
600,Svetlogorsk,BY,52.6333,29.7333,42.15,85,24,7.78,few clouds
601,Pskov,RU,57.8136,28.3496,44.31,62,98,9.89,overcast clouds
602,Sobolevo,RU,54.4299,31.8996,40.64,89,12,6.44,few clouds
603,Hervey Bay,AU,-25.2986,152.8535,72.01,96,85,4.0,overcast clouds
604,Arenys De Mar,ES,41.5819,2.5494,72.37,87,17,4.36,few clouds
605,Atlantic City,US,39.3643,-74.4229,70.02,55,0,9.22,clear sky
606,Veraval,IN,20.9,70.3667,81.36,76,0,13.06,clear sky
607,Schertz,US,29.5522,-98.2697,101.68,32,0,16.11,clear sky
608,Korocha,RU,50.8107,37.1953,48.92,92,8,10.98,clear sky
609,Sorong,ID,-0.8833,131.25,79.57,84,98,4.65,overcast clouds
610,Pilar,BR,-9.5972,-35.9567,75.13,90,90,6.73,overcast clouds
611,Vostok,RU,46.4856,135.8833,55.98,34,9,4.68,clear sky
612,Kayes,ML,14.0,-11.0,94.6,8,84,5.37,broken clouds
613,Magdagachi,RU,53.45,125.8,51.1,49,0,5.14,clear sky
614,Kokopo,PG,-4.352,152.2633,84.09,67,7,9.95,clear sky
615,Lohja,FI,60.2486,24.0653,49.17,77,100,3.53,overcast clouds
616,Teknaf,BD,20.8624,92.3058,80.89,86,85,1.88,overcast clouds
617,Vaxjo,SE,56.8777,14.8091,50.05,62,20,4.61,few clouds
618,Songjianghe,CN,42.1859,127.479,56.66,57,3,6.87,clear sky
619,Peniche,PT,39.3558,-9.3811,61.29,88,8,12.37,clear sky
620,Menongue,AO,-14.6585,17.691,54.09,61,5,3.27,clear sky
621,Pyaozerskiy,RU,65.8333,31.1667,32.63,80,26,9.04,scattered clouds
622,Corrente,BR,-3.7367,-43.3394,74.89,97,100,2.46,heavy intensity rain
623,Abu Zabad,SD,12.35,29.25,87.31,26,80,6.38,broken clouds
624,Paita,PE,-5.0892,-81.1144,68.49,80,95,15.64,overcast clouds
625,Wattegama,LK,6.7989,81.4808,76.35,84,12,11.34,few clouds
626,Kyra,RU,49.5776,111.9753,56.05,45,61,4.5,broken clouds
627,Pastavy,BY,55.1168,26.8326,40.01,72,30,7.18,scattered clouds
628,Kharod,IN,21.75,82.5667,89.67,43,97,1.72,overcast clouds
629,Simao,CN,22.7886,100.9748,62.78,99,56,2.33,broken clouds
630,Havelock,US,34.8791,-76.9013,76.96,65,16,1.99,few clouds
631,Verkhnyaya Inta,RU,65.9811,60.3094,30.45,82,83,7.7,broken clouds
632,Mecca,SA,21.4267,39.8261,87.82,25,0,3.47,clear sky
633,Coahuayana,MX,18.7333,-103.6833,88.18,32,54,7.67,broken clouds
634,West Plains,US,36.7281,-91.8524,88.83,64,0,5.01,clear sky
635,Los Angeles,US,34.0522,-118.2437,89.76,62,0,10.36,clear sky
636,Topi,PK,34.0704,72.6236,79.72,27,47,8.28,scattered clouds
637,Kroya,ID,-7.6331,109.2461,76.93,89,93,2.51,overcast clouds
638,Clearlake,US,38.9582,-122.6264,94.35,22,71,12.93,broken clouds
639,Deputatskiy,RU,69.3,139.9,27.18,94,97,3.04,overcast clouds
640,Casa Nova,BR,-9.4167,-41.1333,83.8,56,78,7.92,moderate rain
641,Sabla,NG,12.7525,4.7077,92.3,20,3,4.54,clear sky
642,Suntar,RU,62.1444,117.6319,44.6,83,100,10.22,light rain
643,Fairbanks,US,64.8378,-147.7164,61.09,35,75,5.75,broken clouds
644,Saint-Leu,RE,-21.15,55.2833,70.63,69,36,10.94,scattered clouds
645,Paungde,MM,18.4833,95.5,79.29,83,98,4.63,overcast clouds
646,Aberystwyth,GB,52.4155,-4.0829,54.9,90,99,11.32,overcast clouds
647,Guatire,VE,10.4762,-66.5427,75.72,88,100,3.76,overcast clouds
648,Corozal,CO,9.3151,-75.2928,77.52,91,100,6.51,overcast clouds
649,Linhai,CN,28.85,121.1167,64.92,45,100,1.01,overcast clouds
650,Alofi,NU,-19.0595,-169.9187,80.49,74,75,14.97,broken clouds
651,Talnakh,RU,69.4865,88.3972,33.21,97,100,5.03,light snow
652,Ikom,NG,5.9667,8.7063,75.04,97,100,1.81,light rain
653,Ndjole,GA,-0.1783,10.7649,75.69,98,100,1.88,light rain
654,Felipe Carrillo Puerto,MX,19.5833,-88.05,87.84,45,88,7.7,overcast clouds
655,Palmer,US,42.1584,-72.3287,67.55,29,100,13.8,overcast clouds
656,Marawi,PH,7.9986,124.2928,72.86,88,59,1.07,broken clouds
657,Salinas,US,36.6777,-121.6555,93.56,45,5,7.99,clear sky
658,Duluth,US,46.7833,-92.1066,62.65,91,75,14.97,broken clouds
659,Kralendijk,BQ,12.15,-68.2667,82.38,78,20,18.41,few clouds
660,Shilong,CN,23.1123,113.8425,74.1,68,100,1.23,overcast clouds
661,Iquitos,PE,-3.7481,-73.2472,69.84,94,100,0.0,overcast clouds
662,Aginskoye,RU,51.1,114.53,60.01,34,38,6.11,scattered clouds
663,Fenoarivo,MG,-18.933,47.4354,59.07,82,75,9.22,broken clouds
664,Eureka,US,40.8021,-124.1637,79.75,61,96,10.71,overcast clouds
665,Mweka,CD,-4.85,21.5667,68.97,83,91,1.39,overcast clouds
666,Wilmington,US,34.2257,-77.9447,82.31,40,0,12.66,clear sky
667,Elat,IL,29.5581,34.9482,74.97,40,13,7.47,few clouds
668,Bardiyah,LY,31.7561,25.0865,72.23,51,30,3.27,scattered clouds
669,Atherton,GB,53.5237,-2.4935,56.28,82,100,5.01,overcast clouds
670,Blagoyevo,RU,63.3667,47.9167,29.82,86,77,2.55,broken clouds
671,Mingaora,PK,34.7758,72.3625,73.18,34,92,7.45,overcast clouds
672,Kalmunai,LK,7.4167,81.8167,78.85,79,11,14.63,few clouds
673,Orange Cove,US,36.6244,-119.3137,94.24,19,0,6.38,clear sky
674,Surt,LY,31.2089,16.5887,68.86,58,0,5.57,clear sky
675,Fare,PF,-16.7,-151.0167,80.89,73,99,11.48,overcast clouds
676,Kaniama,CD,-7.5667,24.1833,69.06,68,64,4.05,broken clouds
677,Abilene,US,32.4487,-99.7331,107.82,8,0,6.91,smoke
678,Kamenka,RU,51.3223,42.7678,44.67,90,5,4.97,clear sky
679,Suksun,RU,57.1431,57.3949,40.55,96,71,8.99,broken clouds
680,Lakatoro,VU,-16.0999,167.4164,80.65,78,93,8.86,overcast clouds
681,Awbari,LY,26.5921,12.7805,78.98,17,0,10.29,clear sky
682,Pontianak,ID,-0.0333,109.3333,76.98,94,20,3.44,few clouds
683,Jelgava,LV,56.65,23.7128,42.84,74,77,6.38,broken clouds
684,Paoua,CF,7.2427,16.4406,71.24,90,99,4.21,overcast clouds
685,Thinadhoo,MV,0.5333,72.9333,83.32,75,100,14.38,overcast clouds
